REC_ID,Species,Continent.of.Origin,Country.of.Origin,Harvest.Year,Expiration,Variety,Color,Processing.Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean.Cup,Sweetness,Moisture,Quakers,Category.One.Defects,Category.Two.Defects
322,Arabica,South America,Colombia,2014,11/21/15,Caturra,,Washed / Wet,7.5,7.75,7.5,7.75,7.67,7.67,10.0,10.0,10.0,0.11,0,0,4
323,Arabica,North America,Guatemala,2014,02/27/15,Bourbon,Green,Washed / Wet,8.0,7.5,7.33,8.0,8.0,8.0,9.33,10.0,10.0,0.1,0,0,0
324,Arabica,South America,Colombia,2013,10/29/14,Caturra,Green,Washed / Wet,7.83,7.75,7.67,7.58,7.58,7.67,10.0,10.0,10.0,0.0,0,0,3
325,Arabica,South America,Colombia,2013,08/16/14,Caturra,Green,Washed / Wet,7.67,7.67,7.67,7.67,7.33,7.75,10.0,10.0,10.0,0.0,0,0,1
326,Arabica,North America,Guatemala,2013,05/30/14,Bourbon,Green,Washed / Wet,7.67,7.67,7.42,7.67,8.0,7.75,10.0,10.0,10.0,0.12,0,1,3
327,Arabica,North America,Guatemala,2013,02/26/14,Bourbon,Green,Washed / Wet,7.83,7.67,7.33,7.67,7.67,7.83,10.0,10.0,10.0,0.11,0,0,2
328,Arabica,South America,Colombia,2012,11/22/13,Caturra,Green,Washed / Wet,7.75,7.75,7.58,7.83,7.17,7.75,10.0,10.0,10.0,0.11,0,0,1
329,Arabica,North America,Guatemala,2012,08/23/13,Caturra,Green,Natural / Dry,8.17,8.17,7.83,7.67,8.08,7.75,9.33,9.33,9.33,0.11,0,0,1
330,Arabica,North America,Guatemala,2012,07/09/13,Bourbon,Green,Washed / Wet,7.67,8.17,7.5,7.42,7.58,7.83,10.0,10.0,10.0,0.11,0,0,13
331,Arabica,North America,Mexico,2012,07/02/13,Typica,Green,Washed / Wet,7.67,7.5,7.5,7.33,7.83,8.25,10.0,10.0,10.0,0.12,0,4,11
332,Arabica,Asia,Indonesia,2012,05/23/13,Typica,Green,Washed / Wet,8.17,7.67,7.58,7.58,7.42,7.67,10.0,10.0,10.0,0.12,0,0,0
333,Arabica,North America,Guatemala,2012,04/30/13,Caturra,Green,Washed / Wet,7.67,7.5,7.33,8.0,7.67,7.67,10.0,10.0,10.0,0.1,0,0,0
334,Arabica,North America,United States,,04/20/12,,,,7.75,8.0,7.92,8.08,7.75,8.0,9.33,9.33,9.33,0.0,0,0,0
335,Arabica,South America,Brazil,2017,10/20/18,Bourbon,Green,Natural / Dry,7.58,7.67,7.58,7.58,7.67,7.58,10.0,10.0,10.0,0.11,0,0,5
336,Arabica,North America,Guatemala,2016,07/05/17,Caturra,Green,Washed / Wet,7.75,7.75,7.5,7.83,7.58,7.58,10.0,10.0,10.0,0.11,1,0,0
337,Arabica,South America,Colombia,2016,04/15/17,Caturra,Green,Washed / Wet,7.75,7.75,7.58,7.58,7.67,7.58,10.0,10.0,10.0,0.11,0,0,4
338,Arabica,Asia,China,2015,04/06/17,Catimor,Green,Washed / Wet,7.67,7.58,7.58,7.58,7.67,7.75,10.0,10.0,10.0,0.1,1,0,4
339,Arabica,South America,Colombia,2015,11/18/16,Caturra,Green,Washed / Wet,7.67,7.75,7.58,7.67,7.75,7.58,10.0,10.0,10.0,0.12,0,0,3
340,Arabica,North America,Mexico,2014,05/11/16,Caturra,Green,Washed / Wet,7.75,7.75,7.58,7.58,7.5,7.67,10.0,10.0,10.0,0.12,0,1,13
341,Arabica,Africa,Ethiopia,2014,03/24/16,Other,,Washed / Wet,7.75,7.67,7.58,7.67,7.5,7.67,10.0,10.0,10.0,0.0,0,0,7
342,Arabica,Africa,Uganda,2013,06/27/15,SL14,Green,Washed / Wet,7.67,7.67,7.42,7.75,7.75,7.67,10.0,10.0,10.0,0.12,0,0,5
343,Arabica,South America,Colombia,2014,06/24/15,Caturra,Green,Natural / Dry,7.67,7.58,7.67,7.67,7.67,7.67,10.0,10.0,10.0,0.0,0,0,0
344,Arabica,South America,Colombia,2014,03/13/15,Caturra,Green,Washed / Wet,7.67,7.58,7.67,7.58,7.67,7.75,10.0,10.0,10.0,0.12,0,0,1
345,Arabica,South America,Colombia,2014,03/21/15,Caturra,,Washed / Wet,7.75,7.58,7.5,7.58,7.75,7.83,10.0,10.0,10.0,0.0,0,0,0
346,Arabica,Asia,Taiwan,2013,12/26/14,Typica,Green,Other,7.75,7.75,7.75,7.75,7.5,7.58,10.0,10.0,10.0,0.11,0,0,0
347,Arabica,South America,Colombia,2012,08/31/13,Caturra,Green,Washed / Wet,7.67,7.67,7.58,7.67,7.75,7.58,10.0,10.0,10.0,0.11,0,0,3
348,Arabica,North America,Mexico,2012,06/06/13,Typica,,Washed / Wet,7.83,7.67,7.58,7.58,7.67,7.58,10.0,10.0,10.0,0.12,0,0,2
349,Arabica,South America,Colombia,2012,04/02/13,Caturra,Green,Natural / Dry,7.67,7.58,7.58,7.58,7.67,7.75,10.0,10.0,10.0,0.11,0,0,4
350,Arabica,South America,Brazil,2012,01/22/13,Catuai,Blue-Green,Semi-washed / Semi-pulped,7.83,7.75,7.5,7.75,7.5,7.58,10.0,10.0,10.0,0.12,0,0,2
351,Arabica,South America,Colombia,2016,02/20/18,Caturra,Bluish-Green,Washed / Wet,7.75,7.58,7.58,7.75,7.75,7.5,10.0,10.0,10.0,0.0,0,0,5
352,Arabica,Asia,Taiwan,2016,02/13/18,,Blue-Green,,7.58,7.58,7.17,7.17,7.0,7.0,10.0,10.0,10.0,0.11,0,0,0
353,Arabica,North America,Costa Rica,2015,06/06/17,Caturra,Blue-Green,Washed / Wet,7.92,7.42,7.5,7.67,7.5,7.67,10.0,10.0,10.0,0.0,0,0,0
354,Arabica,South America,Colombia,2016,04/07/17,Caturra,Green,Natural / Dry,7.75,7.58,7.58,7.5,7.75,7.75,10.0,10.0,10.0,0.0,0,0,0
355,Arabica,North America,Guatemala,2016,03/16/17,Bourbon,Bluish-Green,Washed / Wet,7.67,7.75,7.5,7.83,7.58,7.58,10.0,10.0,10.0,0.1,2,0,5
356,Arabica,South America,Colombia,2015,11/18/16,Caturra,Green,Washed / Wet,7.58,7.58,7.58,7.58,7.75,7.67,10.0,10.0,10.0,0.12,0,0,4
357,Arabica,Africa,Tanzania,2015,11/15/16,Ruiru 11,Green,Washed / Wet,7.75,7.67,7.58,7.67,7.67,7.58,10.0,10.0,10.0,0.13,0,0,21
358,Arabica,Asia,Indonesia,2015,09/13/16,Sumatra,Bluish-Green,Semi-washed / Semi-pulped,7.25,7.67,7.58,7.92,7.83,7.58,10.0,10.0,10.0,0.13,0,0,8
359,Arabica,Africa,Ethiopia,2014,03/30/16,,,Natural / Dry,7.67,7.75,7.5,7.58,7.75,7.67,10.0,10.0,10.0,0.1,0,1,18
360,Arabica,South America,Colombia,2014,03/11/16,,,Washed / Wet,7.67,7.42,7.67,7.83,7.58,7.67,10.0,10.0,10.0,0.0,0,1,0
361,Arabica,South America,Colombia,2014,01/22/16,Caturra,Green,Washed / Wet,8.0,7.58,7.25,7.58,7.92,7.58,10.0,10.0,10.0,0.11,0,0,0
362,Arabica,North America,Guatemala,2013,12/18/15,Caturra,Green,Washed / Wet,7.58,7.75,7.5,7.83,7.42,7.67,10.0,10.0,10.0,0.1,0,0,0
363,Arabica,South America,Colombia,2014,08/11/15,Caturra,,Washed / Wet,7.75,7.58,7.33,7.5,7.83,7.83,10.0,10.0,10.0,0.0,0,2,0
364,Arabica,North America,Honduras,2014,04/08/15,Caturra,Green,Natural / Dry,7.67,7.5,7.67,7.5,7.67,7.67,10.0,10.0,10.0,0.1,0,0,3
365,Arabica,South America,Colombia,2013,04/26/14,Caturra,Green,Washed / Wet,7.58,7.75,7.42,7.67,7.75,7.67,10.0,10.0,10.0,0.0,0,1,1
366,Arabica,South America,Colombia,2013,05/24/14,Caturra,Green,Washed / Wet,7.58,7.67,7.58,7.75,7.58,7.75,10.0,10.0,10.0,0.11,0,0,2
367,Arabica,North America,Mexico,2012,08/31/13,Bourbon,Green,Natural / Dry,7.83,7.58,7.25,7.5,7.5,7.42,10.0,10.0,10.0,0.13,0,0,14
368,Arabica,North America,Mexico,2012,08/30/13,Typica,Green,Semi-washed / Semi-pulped,7.67,7.75,7.67,7.75,7.58,7.5,10.0,10.0,10.0,0.11,0,0,12
369,Arabica,North America,Mexico,2012,07/11/13,Pacamara,Green,Washed / Wet,7.75,7.67,7.67,7.75,7.33,7.5,10.0,10.0,10.0,0.12,0,0,0
370,Arabica,North America,Guatemala,2012,04/30/13,Caturra,Green,Washed / Wet,7.83,7.5,7.5,8.0,7.67,7.5,10.0,10.0,10.0,0.1,0,0,5
371,Arabica,South America,Colombia,2012,02/08/13,Caturra,Green,Washed / Wet,7.67,7.58,7.58,7.67,7.67,7.67,10.0,10.0,10.0,0.11,0,0,0
372,Arabica,North America,Guatemala,2012,01/31/13,Bourbon,Green,Washed / Wet,7.5,7.5,7.75,7.5,8.0,7.67,10.0,10.0,10.0,0.0,0,3,12
373,Arabica,North America,United States,,03/07/12,,,,7.5,7.67,7.58,7.92,7.58,7.67,10.0,10.0,10.0,0.01,0,0,0
374,Arabica,Asia,Indonesia,2010,11/29/11,,,,7.83,7.58,7.58,7.58,7.75,7.58,10.0,10.0,10.0,0.0,0,0,0
375,Arabica,South America,Colombia,2017,11/09/18,Caturra,Green,Washed / Wet,7.5,7.58,7.58,7.5,7.75,7.83,10.0,10.0,10.0,0.0,2,0,1
376,Arabica,North America,Guatemala,2017,08/23/18,Bourbon,Green,Washed / Wet,7.67,7.75,7.5,7.58,7.58,7.67,10.0,10.0,10.0,0.1,0,0,3
377,Arabica,South America,Colombia,2016,05/10/18,Caturra,Green,Washed / Wet,7.67,7.67,7.5,7.67,7.67,7.58,10.0,10.0,10.0,0.11,0,0,2
378,Arabica,North America,Costa Rica,2016,02/17/18,Caturra,Blue-Green,Washed / Wet,7.58,7.5,7.42,7.92,7.5,7.67,10.0,10.0,10.0,0.09,0,0,4
379,Arabica,Asia,Taiwan,2015,02/13/18,,Blue-Green,,7.67,7.67,7.0,7.08,7.0,7.0,10.0,10.0,10.0,0.11,0,0,0
380,Arabica,Africa,Uganda,2015,07/21/17,SL14,Green,Washed / Wet,7.58,7.75,7.33,7.75,7.67,7.58,10.0,10.0,10.0,0.11,0,0,1
381,Arabica,Asia,Thailand,2015,06/27/17,Catimor,Bluish-Green,Washed / Wet,7.5,7.58,7.75,7.5,7.75,7.67,10.0,10.0,10.0,0.13,0,0,0
382,Arabica,North America,El Salvador,2016,04/25/17,Bourbon,,Washed / Wet,7.58,7.5,7.75,7.58,7.75,7.67,10.0,10.0,10.0,0.11,0,0,0
383,Arabica,South America,Colombia,2015,04/28/16,Caturra,Green,Natural / Dry,7.58,7.67,7.58,7.67,7.58,7.67,10.0,10.0,10.0,0.12,0,4,0
384,Arabica,South America,Brazil,2014,01/15/16,Yellow Bourbon,Green,Semi-washed / Semi-pulped,7.33,7.83,7.75,7.5,7.42,7.83,10.0,10.0,10.0,0.12,0,0,6
385,Arabica,Africa,Tanzania,2014,12/12/15,Bourbon,Green,Washed / Wet,7.75,7.67,7.58,7.67,7.58,7.58,10.0,10.0,10.0,0.13,0,0,4
386,Arabica,South America,Colombia,2014,10/15/15,Caturra,Green,Washed / Wet,7.58,7.58,7.25,7.75,7.75,8.58,9.33,10.0,10.0,0.12,0,0,1
387,Arabica,North America,Guatemala,2013,08/21/15,Bourbon,Green,Natural / Dry,7.75,7.83,7.33,7.83,7.5,7.67,10.0,10.0,10.0,0.1,0,0,1
388,Arabica,North America,Guatemala,2014,02/18/15,Caturra,Green,Washed / Wet,7.67,7.75,7.5,7.83,7.58,7.5,10.0,10.0,10.0,0.1,0,0,2
389,Arabica,North America,Guatemala,2013,07/16/14,Bourbon,Green,Washed / Wet,7.67,7.5,7.75,7.42,7.75,7.75,10.0,10.0,10.0,0.11,0,0,0
390,Arabica,North America,United States,2012,01/24/14,Hawaiian Kona,Green,Natural / Dry,7.42,7.75,7.67,7.58,7.67,7.67,10.0,10.0,10.0,0.0,0,0,2
391,Arabica,South America,Colombia,2012,06/26/13,Caturra,Green,Washed / Wet,7.5,7.75,7.58,7.5,7.67,7.75,10.0,10.0,10.0,0.11,0,0,2
392,Arabica,South America,Colombia,,02/01/12,,,,7.58,7.58,7.58,7.67,7.75,7.67,10.0,10.0,10.0,0.1,0,1,3
393,Arabica,North America,United States,2010,12/27/11,,,,7.5,7.92,7.42,7.67,7.83,7.58,10.0,10.0,10.0,0.01,0,0,0
394,Arabica,Asia,Thailand,,04/13/11,Peaberry,,,7.58,7.25,7.5,7.92,7.92,7.42,10.0,10.0,10.0,0.11,0,0,0
395,Arabica,North America,Mexico,,05/26/11,,,,7.25,7.88,7.38,7.63,7.5,8.75,9.0,10.0,10.0,0.09,0,2,4
396,Arabica,South America,Colombia,2016,11/08/17,Caturra,,Washed / Wet,7.75,7.5,7.75,7.58,7.58,7.58,10.0,10.0,10.0,0.0,1,0,0
397,Arabica,South America,Colombia,2016,06/15/17,Caturra,Blue-Green,Washed / Wet,7.67,7.58,7.58,7.42,7.67,7.75,10.0,10.0,10.0,0.0,0,0,0
398,Arabica,South America,Colombia,2016,05/05/17,Caturra,Green,Washed / Wet,7.83,7.58,7.58,7.58,7.5,7.58,10.0,10.0,10.0,0.0,0,1,2
399,Arabica,South America,Brazil,2015,10/11/16,Catuai,Green,Semi-washed / Semi-pulped,7.5,7.83,7.33,7.58,7.58,7.92,10.0,10.0,10.0,0.1,0,1,5
400,Arabica,North America,Mexico,2014,07/13/16,Caturra,Green,Washed / Wet,7.75,7.75,7.5,7.67,7.5,7.58,10.0,10.0,10.0,0.12,0,0,2
401,Arabica,South America,Colombia,2015,04/07/16,Caturra,Green,Washed / Wet,7.67,7.75,7.42,7.83,7.83,7.42,10.0,10.0,10.0,0.11,0,0,1
402,Arabica,Africa,Tanzania,2014,12/12/15,Other,Green,Semi-washed / Semi-pulped,7.75,7.58,7.67,7.58,7.58,7.58,10.0,10.0,10.0,0.12,0,0,6
403,Arabica,North America,Mexico,2013,07/15/15,Other,Green,Washed / Wet,7.67,7.67,7.58,7.67,7.5,7.58,10.0,10.0,10.0,0.12,0,0,0
404,Arabica,North America,Costa Rica,2014,04/07/15,Caturra,Green,Washed / Wet,7.67,7.67,7.42,7.67,7.67,7.67,10.0,10.0,10.0,0.12,0,0,3
405,Arabica,North America,United States,2014,02/25/15,Hawaiian Kona,Bluish-Green,Natural / Dry,7.83,7.58,7.83,7.67,7.92,8.0,9.33,10.0,9.33,0.11,0,0,1
406,Arabica,North America,Costa Rica,2013,02/14/15,Catuai,Green,Washed / Wet,7.5,7.67,7.67,7.5,7.83,7.17,10.0,10.0,10.0,0.11,0,0,3
407,Arabica,South America,Peru,2013,01/21/15,,Green,Washed / Wet,7.83,7.75,7.58,7.83,7.92,7.58,9.33,10.0,10.0,0.12,0,0,5
408,Arabica,North America,Haiti,2012,10/03/14,Typica,Green,Washed / Wet,7.58,7.5,7.67,7.5,7.83,7.42,10.0,10.0,10.0,0.11,0,0,4
409,Arabica,South America,Colombia,2013,04/26/14,Caturra,Green,Natural / Dry,7.67,7.67,7.5,7.67,7.92,7.42,10.0,10.0,10.0,0.11,0,0,1
410,Arabica,North America,Guatemala,2013,02/26/14,Bourbon,Green,Washed / Wet,7.83,7.67,7.17,7.67,7.67,7.67,10.0,10.0,10.0,0.11,0,0,3
411,Arabica,North America,United States,2012,01/24/14,Hawaiian Kona,Bluish-Green,Natural / Dry,7.92,7.5,7.58,7.83,7.67,7.67,9.33,10.0,10.0,0.1,0,0,4
412,Arabica,Africa,Burundi,2012,08/29/13,Bourbon,,Washed / Wet,7.75,7.67,7.33,7.5,7.5,7.75,10.0,10.0,10.0,0.0,0,0,5
413,Arabica,South America,Colombia,2012,05/30/13,Caturra,Green,Washed / Wet,7.5,7.67,7.67,7.58,7.67,7.58,10.0,10.0,10.0,0.0,0,0,1
414,Arabica,North America,United States,,09/19/12,,,,8.08,7.83,7.83,7.75,7.67,7.58,9.33,10.0,9.33,0.01,0,0,0
415,Arabica,North America,United States,,02/24/12,,,,7.58,7.67,7.58,7.5,7.83,7.67,10.0,10.0,10.0,0.0,0,0,0
416,Arabica,North America,Mexico,2017,03/07/18,Typica,Blue-Green,Washed / Wet,7.67,7.83,7.42,7.83,7.33,7.5,10.0,10.0,10.0,0.11,0,0,0
417,Arabica,North America,Costa Rica,2016,01/30/18,Catuai,Green,Pulped natural / honey,7.5,7.5,7.83,7.5,7.67,7.67,10.0,10.0,10.0,0.11,0,0,0
418,Arabica,North America,Costa Rica,2015,09/20/17,,,Washed / Wet,7.83,7.5,7.42,7.67,7.5,7.67,10.0,10.0,10.0,0.11,0,0,0
419,Arabica,North America,Guatemala,2016,08/12/17,Pacas,Green,Washed / Wet,7.5,7.58,7.42,7.83,7.67,7.58,10.0,10.0,10.0,0.11,2,0,7
420,Arabica,Africa,Uganda,2015,05/19/17,SL14,Green,Washed / Wet,7.5,7.67,7.67,7.42,7.67,7.67,10.0,10.0,10.0,0.12,0,0,1
421,Arabica,South America,Brazil,2016,01/11/17,,Green,,7.58,7.67,7.42,7.5,7.67,7.42,10.0,10.0,10.0,0.12,0,0,4
422,Arabica,South America,Colombia,2015,11/26/16,Caturra,Green,Natural / Dry,7.58,7.67,7.67,7.17,7.75,7.83,10.0,10.0,10.0,0.0,0,0,2
423,Arabica,North America,Mexico,2015,07/13/16,Typica,Bluish-Green,Natural / Dry,7.83,7.75,7.5,7.58,7.58,7.58,10.0,10.0,10.0,0.12,0,0,2
424,Arabica,Asia,Taiwan,2015,06/17/16,Bourbon,Blue-Green,Washed / Wet,7.67,7.5,7.5,7.5,7.67,7.83,10.0,10.0,10.0,0.1,0,0,0
425,Arabica,Asia,Taiwan,2014,11/23/15,Typica,Green,Washed / Wet,7.92,7.83,7.75,7.58,7.5,7.33,10.0,10.0,10.0,0.1,0,0,0
426,Arabica,South America,Colombia,2014,06/24/15,Caturra,Green,Natural / Dry,7.58,7.58,7.5,7.58,7.58,7.75,10.0,10.0,10.0,0.0,0,0,0
427,Arabica,North America,Guatemala,2014,03/07/15,Caturra,Green,Washed / Wet,7.5,7.67,7.58,7.67,7.67,7.5,10.0,10.0,10.0,0.1,0,0,1
428,Arabica,South America,Colombia,2013,08/02/14,Caturra,Green,Washed / Wet,7.83,7.5,7.67,7.33,7.67,7.67,10.0,10.0,10.0,0.11,0,0,1
429,Arabica,North America,Mexico,2013,03/29/14,Bourbon,Green,Washed / Wet,7.58,7.75,7.5,7.5,7.58,7.58,10.0,10.0,10.0,0.12,0,0,6
430,Arabica,North America,United States,2012,03/21/14,Hawaiian Kona,Bluish-Green,Natural / Dry,7.58,7.75,7.83,8.0,8.08,7.67,9.33,10.0,9.33,0.11,0,0,4
431,Arabica,North America,Mexico,2012,08/01/13,Mundo Novo,Green,Washed / Wet,7.75,7.58,7.58,7.58,7.5,7.58,10.0,10.0,10.0,0.13,0,0,7
432,Arabica,North America,Mexico,2012,07/11/13,Caturra,Blue-Green,Washed / Wet,7.75,7.75,7.42,7.92,7.33,7.5,10.0,10.0,10.0,0.12,0,0,0
433,Arabica,North America,Guatemala,2012,07/09/13,Bourbon,Green,Washed / Wet,7.83,7.58,7.08,7.83,7.42,8.08,10.0,10.0,10.0,0.11,0,0,9
434,Arabica,South America,Brazil,2012,02/22/13,Yellow Bourbon,Blue-Green,Semi-washed / Semi-pulped,7.75,7.67,7.5,7.58,7.58,7.58,10.0,10.0,10.0,0.11,0,0,1
435,Arabica,South America,Colombia,2012,02/21/13,Caturra,Green,Washed / Wet,7.67,7.58,7.58,7.42,7.83,7.58,10.0,10.0,10.0,0.12,0,0,1
436,Arabica,South America,Colombia,2012,02/08/13,Caturra,Green,Washed / Wet,7.67,7.67,7.5,7.5,7.58,7.67,10.0,10.0,10.0,0.11,0,0,0
437,Arabica,South America,Colombia,2011,06/13/12,,,,7.92,7.75,7.25,7.42,7.83,7.58,10.0,10.0,10.0,0.08,0,0,0
438,Arabica,South America,Colombia,2010,02/22/12,,,,8.0,7.67,7.67,7.25,7.67,7.5,10.0,10.0,10.0,0.13,0,0,1
439,Arabica,South America,Colombia,2010,01/17/12,,,,7.92,7.75,7.5,7.42,7.42,7.67,10.0,10.0,10.0,0.04,0,0,1
440,Arabica,South America,Brazil,2017,10/20/18,Bourbon,Green,Natural / Dry,7.67,7.42,7.5,7.58,7.67,7.58,10.0,10.0,10.0,0.11,0,0,4
441,Arabica,North America,Guatemala,2017,08/24/18,Bourbon,Green,Washed / Wet,7.58,7.58,7.33,7.67,7.75,7.58,10.0,10.0,10.0,0.1,0,0,1
442,Arabica,Africa,Tanzania,2016,06/20/18,Bourbon,Green,Washed / Wet,7.67,7.58,7.42,7.67,7.67,7.58,10.0,10.0,10.0,0.12,0,0,3
443,Arabica,South America,Peru,2017,06/16/18,,Green,,7.92,7.5,7.5,7.58,7.67,7.5,10.0,10.0,10.0,0.11,1,0,0
444,Arabica,Asia,Vietnam,2017,05/08/18,Catimor,None,Natural / Dry,7.58,7.42,7.08,7.33,7.58,8.58,10.0,10.0,10.0,0.07,0,0,0
445,Arabica,North America,Guatemala,2016,05/23/17,Caturra,Green,Washed / Wet,7.67,7.75,7.42,7.75,7.58,7.5,10.0,10.0,10.0,0.11,2,2,3
446,Arabica,North America,Honduras,2016,05/02/17,Catuai,Blue-Green,Washed / Wet,7.67,7.67,7.5,7.67,7.5,7.67,10.0,10.0,10.0,0.11,1,0,1
447,Arabica,Asia,China,2015,04/06/17,Catimor,Green,Washed / Wet,7.5,7.67,7.33,7.67,7.67,7.67,10.0,10.0,10.0,0.11,0,0,0
448,Arabica,Asia,China,2015,04/05/17,Catimor,Green,Washed / Wet,7.67,7.67,7.5,7.67,7.42,7.58,10.0,10.0,10.0,0.1,0,0,3
449,Arabica,North America,El Salvador,2016,03/29/17,Bourbon,Green,Washed / Wet,7.5,7.5,7.33,7.67,8.0,7.67,10.0,10.0,10.0,0.0,0,0,0
450,Arabica,North America,Guatemala,2015,10/28/16,Bourbon,Green,Washed / Wet,7.5,7.75,7.5,7.83,7.58,7.5,10.0,10.0,10.0,0.11,0,0,1
451,Arabica,North America,Guatemala,2015,09/28/16,Bourbon,Green,Washed / Wet,7.92,7.67,7.42,7.75,7.5,7.5,10.0,10.0,10.0,0.12,0,0,3
452,Arabica,Africa,Kenya,2014,07/02/16,SL28,Bluish-Green,Washed / Wet,7.83,7.75,7.67,7.75,7.83,8.5,9.33,9.33,9.33,0.1,0,0,1
453,Arabica,Asia,Thailand,2014,06/08/16,,Bluish-Green,Washed / Wet,7.67,7.58,7.58,7.75,7.42,7.67,10.0,10.0,10.0,0.12,0,0,0
454,Arabica,Africa,Tanzania,2014,12/12/15,Other,Bluish-Green,Washed / Wet,7.58,7.67,7.67,7.58,7.42,7.58,10.0,10.0,10.0,0.13,0,0,6
455,Arabica,South America,Colombia,2014,11/05/15,Caturra,,Washed / Wet,7.58,7.5,7.5,7.67,7.5,7.67,10.0,10.0,10.0,0.0,0,0,4
456,Arabica,Africa,Uganda,2014,10/28/15,SL14,Bluish-Green,Washed / Wet,8.0,7.67,7.5,7.42,7.33,7.58,10.0,10.0,10.0,0.1,0,0,0
457,Arabica,South America,Colombia,2014,08/25/15,,Green,Washed / Wet,7.58,7.75,7.5,7.58,7.58,7.58,10.0,10.0,10.0,0.11,0,10,3
458,Arabica,North America,Honduras,2013,04/12/15,Catuai,Green,Natural / Dry,7.5,7.5,7.5,7.67,7.67,7.67,10.0,10.0,10.0,0.1,0,0,5
459,Arabica,North America,Honduras,2014,04/08/15,Caturra,Green,Natural / Dry,7.67,7.67,7.5,7.67,7.5,7.67,10.0,10.0,10.0,0.11,0,0,3
460,Arabica,North America,Guatemala,2014,03/27/15,Catuai,Green,Washed / Wet,7.33,7.83,7.17,8.17,7.33,7.67,10.0,10.0,10.0,0.09,0,0,1
461,Arabica,North America,United States,2013,02/07/15,Hawaiian Kona,Bluish-Green,Natural / Dry,7.5,7.5,7.58,7.42,7.92,7.67,10.0,10.0,10.0,0.11,0,0,0
462,Arabica,Africa,Tanzania,2014,01/31/15,Bourbon,Green,Washed / Wet,7.58,7.5,7.58,7.75,7.58,7.58,10.0,10.0,10.0,0.12,0,0,1
463,Arabica,North America,Guatemala,2013,04/26/14,Bourbon,Green,Washed / Wet,7.67,7.83,7.33,7.67,7.5,7.67,10.0,10.0,10.0,0.11,0,0,2
464,Arabica,North America,Mexico,2013,03/29/14,Typica,Green,Washed / Wet,7.75,7.58,7.58,7.58,7.5,7.42,10.0,10.0,10.0,0.11,0,0,2
465,Arabica,North America,Mexico,2012,09/27/13,Typica,None,Washed / Wet,7.75,7.67,7.58,7.5,7.42,7.58,10.0,10.0,10.0,0.12,0,3,8
466,Arabica,North America,Mexico,2012,09/27/13,Pacamara,None,Washed / Wet,7.58,7.75,7.42,7.67,7.5,7.58,10.0,10.0,10.0,0.14,0,0,10
467,Arabica,South America,Colombia,2012,08/31/13,Caturra,Green,Washed / Wet,7.67,7.5,7.5,7.5,7.58,8.17,10.0,10.0,10.0,0.11,0,1,2
468,Arabica,North America,Mexico,2012,07/11/13,Typica,Green,Washed / Wet,7.75,7.5,7.42,7.75,7.58,7.58,10.0,10.0,10.0,0.13,0,0,5
469,Arabica,South America,Colombia,2012,06/08/13,Caturra,Blue-Green,Washed / Wet,7.58,7.67,7.5,7.58,7.67,7.67,10.0,10.0,10.0,0.11,0,0,0
470,Arabica,North America,Mexico,2012,06/06/13,Typica,,Washed / Wet,7.5,7.75,7.58,7.58,7.67,7.5,10.0,10.0,10.0,0.11,0,0,5
471,Arabica,South America,Brazil,2012,03/19/13,Mundo Novo,Green,Natural / Dry,7.75,7.67,7.58,7.5,7.58,7.58,10.0,10.0,10.0,0.12,0,0,1
472,Arabica,South America,Brazil,2012,02/16/13,Mundo Novo,Green,Natural / Dry,7.92,7.58,7.5,7.58,7.42,7.5,10.0,10.0,10.0,0.11,0,0,4
473,Arabica,North America,Guatemala,2012,01/31/13,Bourbon,Green,Washed / Wet,7.75,7.5,7.67,7.5,7.92,8.0,10.0,10.0,9.33,0.0,0,0,10
474,Arabica,South America,Brazil,2011,12/02/12,Mundo Novo,Blue-Green,Semi-washed / Semi-pulped,7.75,7.5,7.58,7.5,7.75,7.5,10.0,10.0,10.0,0.12,0,0,3
475,Arabica,South America,Brazil,2011,10/27/12,,,,7.58,7.75,7.67,7.5,7.67,7.58,10.0,10.0,10.0,0.02,0,0,2
476,Arabica,North America,El Salvador,2010,08/22/12,,,,7.42,7.83,8.17,8.08,7.17,7.58,10.0,9.33,10.0,0.14,0,0,3
477,Arabica,Africa,Ethiopia,,06/16/11,,,,7.75,8.0,7.67,8.08,7.83,7.92,9.33,9.33,9.33,0.01,0,0,0
478,Arabica,South America,Colombia,2016,02/20/18,Caturra,Green,Washed / Wet,7.58,7.67,7.33,7.67,7.75,7.58,10.0,10.0,10.0,0.0,1,0,4
479,Arabica,South America,Colombia,2016,01/10/18,Caturra,Green,Washed / Wet,7.75,7.5,7.5,7.42,8.0,7.75,10.0,10.0,10.0,0.0,2,1,5
480,Arabica,South America,Brazil,2015,04/25/17,Yellow Bourbon,Bluish-Green,Pulped natural / honey,7.58,7.58,7.58,7.5,7.67,7.58,10.0,10.0,10.0,0.11,2,0,2
481,Arabica,South America,Brazil,2015,10/07/16,Yellow Bourbon,Green,Natural / Dry,7.33,7.67,7.67,7.33,7.75,7.42,10.0,10.0,10.0,0.0,0,0,3
482,Arabica,Asia,Taiwan,2015,05/18/16,Typica,Green,Natural / Dry,7.83,7.92,7.5,7.83,7.67,7.25,9.33,10.0,10.0,0.0,0,0,0
